name;main_category;sub_category;image;link;ratings;no_of_ratings;discount_price;actual_price;brand
Aristocrat Unisex Navy Blue 400D 28.82L Backpacks;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81SmaJpVrLL._AC_UL320_.jpg;https://www.amazon.in/Aristocrat-Unisex-Navy-28-82L-Backpacks/dp/B09ZV9HQJP/ref=sr_1_406?qid=1679218547&s=luggage&sr=1-406;4.1;28.0;919.0;2600.0;Aristocrat
PALAY 9 ltrs (2 Cms) backpack(AZXO2-1KJ9ZNJ_black);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51am+p8tPsL._AC_UL320_.jpg;https://www.amazon.in/PALAY%C2%AE-Backpack-Backpacks-Student-Accessories/dp/B09QRWNJWG/ref=sr_1_407?qid=1679218547&s=luggage&sr=1-407;3.8;29.0;1807.0;2508.0;PALAY
Puma 22 ltrs (13 Cms) backpack(75487_Black-Golden logo);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81i2ZyglboL._AC_UL320_.jpg;https://www.amazon.in/PUMA-Phase-Backpack-Puma-Black-Golden/dp/B07T47ZLS3/ref=sr_1_408?qid=1679218547&s=luggage&sr=1-408;4.0;915.0;1009.0;1299.0;Puma
Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Spo...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91ZFfF0x8NL._AC_UL320_.jpg;https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WPQZ1V5/ref=sr_1_409?qid=1679218547&s=luggage&sr=1-409;3.7;84.0;843.0;1899.0;Zipline
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81h-0djsD7L._AC_UL320_.jpg;https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_410?qid=1679218547&s=luggage&sr=1-410;4.2;285.0;899.0;3999.0;Gear
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with ...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/918itYk3Q+L._AC_UL320_.jpg;https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B0BQFVH29F/ref=sr_1_411?qid=1679218547&s=luggage&sr=1-411;4.6;6.0;699.0;1799.0;Half
Wildcraft 60 Ltrs Orange Rucksack (8903338073833);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91wvE8Y+dlL._AC_UL320_.jpg;https://www.amazon.in/Wildcraft-Ltrs-Orange-Rucksack-8903338073833/dp/B01G5I8VKQ/ref=sr_1_412_mod_primary_new?qid=1679218547&s=luggage&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-412;4.2;1415.0;2623.0;3349.0;Wildcraft
Genie Folkish 18 Ltrs Pink Casual Backpack (FOLKISH16CBPIN);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71ZwwZ4JucL._AC_UL320_.jpg;https://www.amazon.in/Genie-Folkish-Casual-Backpack-FOLKISH16CBPIN/dp/B097JJYC66/ref=sr_1_413?qid=1679218547&s=luggage&sr=1-413;4.2;306.0;799.0;1999.0;Genie
Lavie Sport Chief 34 litres Business Laptop Bags | Premium Backpacks for Men & Women | Durable Office Bag for Notebook/Mac...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/810LV0BLFBL._AC_UL320_.jpg;https://www.amazon.in/Lavie-Sport-Business-Backpacks-Notebook/dp/B0BTLY572N/ref=sr_1_414?qid=1679218547&s=luggage&sr=1-414;5.0;7.0;1049.0;3599.0;Lavie
Impulse Waterproof Travelling Trekking Hiking Camping Bag For Men Backpack Series 76.2 cms Thames Rucksack with 1 Year War...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81JFnd5RF1L._AC_UL320_.jpg;https://www.amazon.in/Impulse-Blue-Trekking-Backpack-Thames/dp/B07G57P2C4/ref=sr_1_415?qid=1679218547&s=luggage&sr=1-415;4.0;2006.0;;1421.0;Impulse
American Tourister Quad+ Polyester Mens Backpack(MULTI, FREE SIZE);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61nCcCXBiSL._AC_UL320_.jpg;https://www.amazon.in/American-Tourister-Polyester-Backpack-MULTI/dp/B0BL6DVBKS/ref=sr_1_416?qid=1679218547&s=luggage&sr=1-416;4.0;1.0;1598.0;2100.0;American
Urban Tribe Fitpack Neo Multipurpose 15.6 Inch| Water Repellent |26 Litres | Laptop Gym Backpack With Shoe Compartment For...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61JL7hkqCcL._AC_UL320_.jpg;https://www.amazon.in/Blackpink-Backpack-Charging-Headset-College/dp/B09XMGJZH8/ref=sr_1_417?qid=1679218547&s=luggage&sr=1-417;3.8;43.0;1582.0;2204.0;Urban
American Tourister Zumba+ Polyester Zip Closure Backpack (PURPLE, FREE SIZE);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51TwEzrUjRL._AC_UL320_.jpg;https://www.amazon.in/American-Tourister-Polyester-Closure-Backpack/dp/B0BPMKHYVR/ref=sr_1_418?qid=1679218547&s=luggage&sr=1-418;4.0;1.0;1595.0;2200.0;American
Zibuyu Glitter Sequins Women Party Shoulder Handbags Girls Casual Travel Backpacks;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71nutXopsvL._AC_UL320_.jpg;https://www.amazon.in/Zibuyu-Glitter-Shoulder-Handbags-Backpacks/dp/B07GBNRK9D/ref=sr_1_419?qid=1679218547&s=luggage&sr=1-419;3.9;724.0;549.0;1699.0;Zibuyu
Tabelito® HEXA 35 L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits U...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/A1kKoGfWaVL._AC_UL320_.jpg;https://www.amazon.in/Tabelito%C2%AE-Resistant-Business-Backpack-Notebook/dp/B0BSQTVGVR/ref=sr_1_420?qid=1679218547&s=luggage&sr=1-420;5.0;43.0;599.0;1899.0;Tabelito®
Tinytot School Bag;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71UUfXOFxiL._AC_UL320_.jpg;https://www.amazon.in/Tinytot-School-Backpack-Standard-Capacity/dp/B07X7HY7BB/ref=sr_1_421?qid=1679218547&s=luggage&sr=1-421;4.1;877.0;724.0;1999.0;Tinytot
Gear Vintage2 Anti Theft Faux Leather 28 Ltrs Brown Laptop Backpack (LBPVG2LTH0201) Black Toiletry Bag (ACCTLTPCH0112);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/413Wzr+RA7L._AC_UL320_.jpg;https://www.amazon.in/Gear-Vintage2-Backpack-LBPVG2LTH0201-ACCTLTPCH0112/dp/B089MSJBSF/ref=sr_1_422?qid=1679218547&s=luggage&sr=1-422;4.5;14.0;1469.0;3197.0;Gear
Puma Unisex-Adult Phase Backpack II, Black, X (7662201);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91CP-KZP8NL._AC_UL320_.jpg;https://www.amazon.in/Puma-Black-School-Backpack-7662201/dp/B07SMJD685/ref=sr_1_423?qid=1679218547&s=luggage&sr=1-423;4.0;418.0;986.81;1299.0;Puma
COSMUS Sports Medium size 17L Mini Backpack Casual Trendy Daypack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51qJINPYhHS._AC_UL320_.jpg;https://www.amazon.in/Cosmus-Sports-Medium-Backpack-Daypack/dp/B08BJWDJ9N/ref=sr_1_424?qid=1679218547&s=luggage&sr=1-424;4.0;477.0;498.0;1129.0;COSMUS
KRISMO Unisex PU Leather Medium Size Travel Weekender Bag for Men Women Girls Fashion Backpack Black;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/613zSuvPUEL._AC_UL320_.jpg;https://www.amazon.in/KRISMO-Leather-Weekender-Fashion-Backpack/dp/B0B6FR3BGH/ref=sr_1_425?qid=1679218547&s=luggage&sr=1-425;3.5;45.0;899.0;1999.0;KRISMO
PUMA Puma Black Travel Bottle (5381301);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/613I2MjovML._AC_UL320_.jpg;https://www.amazon.in/Puma-Black-Travel-Bottle-5381301/dp/B07VKM5MLT/ref=sr_1_426?qid=1679218547&s=luggage&sr=1-426;3.7;75.0;429.0;599.0;PUMA
TYPIFY® PU Leather Teddy Keychain Preppy Style Women Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61FloSOYqyL._AC_UL320_.jpg;https://www.amazon.in/TYPIFY%C2%AE-Leather-Keychain-Backpack-Handbag/dp/B08GZ6C151/ref=sr_1_427?qid=1679218547&s=luggage&sr=1-427;3.8;285.0;399.0;1699.0;TYPIFY®
SKYBAGS Astro Space Theme Black School Backpack 32L;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51Z2-FWVUYL._AC_UL320_.jpg;https://www.amazon.in/SKYBAGS-Astro-Space-School-Backpack/dp/B08425PMJ8/ref=sr_1_428?qid=1679218547&s=luggage&sr=1-428;4.5;110.0;;;SKYBAGS
Aristrocrat 15 ltrs (41 Cms) backpack(BPDRPKETEL_teal);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91rgHDg54BL._AC_UL320_.jpg;https://www.amazon.in/Aristrocrat-ltrs-Cms-backpack-BPDRPKETEL_teal/dp/B0B5YH4RJ2/ref=sr_1_429?qid=1679218547&s=luggage&sr=1-429;3.8;16.0;434.0;1240.0;Aristrocrat
American Tourister SPIN LAPTOP BACKPACK 28L POLYESTER BLACK;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91mebI04InL._AC_UL320_.jpg;https://www.amazon.in/American-Tourister-LAPTOP-BACKPACK-POLYESTER/dp/B0BLCXMTZ7/ref=sr_1_430?qid=1679218547&s=luggage&sr=1-430;3.0;3.0;1399.0;2780.0;American
Harissons Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51NGRhOe0xL._AC_UL320_.jpg;https://www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_431?qid=1679218547&s=luggage&sr=1-431;4.2;219.0;1503.0;1769.0;Harissons
Skybags Network Pro 26L Unisex Blue Laptop Bags;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61ulEoLvHoL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Network-Unisex-Blue-Laptop/dp/B0B4DTMVXY/ref=sr_1_432?qid=1679218547&s=luggage&sr=1-432;4.1;55.0;1481.0;3700.0;Skybags
Samsonite Ikonn ECO III Polyester Laptop Backpack (SAM IKONN ECO BP III BLACK);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91GfrXPvMWL._AC_UL320_.jpg;https://www.amazon.in/Samsonite-Ikonn-Polyester-Laptop-Backpack/dp/B07P1YXNZ4/ref=sr_1_865?qid=1679218551&s=luggage&sr=1-865;3.8;35.0;;5830.0;Samsonite
BANGE Business Smart Backpack Waterproof fit 15.6 Inch Laptop Backpack with USB Charging Port,Travel Durable Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51ZxvXYvLtL._AC_UL320_.jpg;https://www.amazon.in/BANGE-Business-Backpack-Waterproof-Charging/dp/B09NXDHYBW/ref=sr_1_866?qid=1679218551&s=luggage&sr=1-866;4.5;693.0;;13661.0;BANGE
Medium 25 L Backpack DAYPACK Bags Backpack for daily use library office outdoor trekking bag;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/4103sQBu4EL._AC_UL320_.jpg;https://www.amazon.in/Backpack-DAYPACK-library-outdoor-trekking/dp/B0BSXMRZ6P/ref=sr_1_867?qid=1679218551&s=luggage&sr=1-867;;;299.0;1099.0;Medium
Skybags Decode Daypack Red;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91VV-qpzgvL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Decode-Ltrs-Red-Daypack/dp/B07S2NF8CY/ref=sr_1_868?qid=1679218551&s=luggage&sr=1-868;3.6;325.0;561.32;1398.0;Skybags
Jeton 35 L Laptop Backpack Travel Office/College/School Bag For Men,Women and Kids;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61jBwoOGjXL._AC_UL320_.jpg;https://www.amazon.in/Laptop-Backpack-Travel-Office-College/dp/B0BW4BRVKN/ref=sr_1_869?qid=1679218551&s=luggage&sr=1-869;;;539.0;1599.0;Jeton
American Tourister Bounce 28 Ltrs Blue Casual Backpack (FR9 (0) 01 001);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91RbdjzyLlL._AC_UL320_.jpg;https://www.amazon.in/American-Tourister-FR9-01-001/dp/B07S13P8CC/ref=sr_1_870?qid=1679218551&s=luggage&sr=1-870;4.2;957.0;1399.0;2180.0;American
Skybags Kick 24L Unisex Adjustable Strap Polyester Black Laptop Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61+p80+alYL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ74KLLY/ref=sr_1_871?qid=1679218551&s=luggage&sr=1-871;3.1;2.0;1998.0;4100.0;Skybags
Gear 21 Ltrs Grey Casual Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91n9DnRKRVL._AC_UL320_.jpg;https://www.amazon.in/Gear-Ltrs-Casual-Backpack-BKPCMPSLB0412/dp/B07G1HJTR2/ref=sr_1_872?qid=1679218551&s=luggage&sr=1-872;4.2;1244.0;611.0;1699.0;Gear
F Gear Luxur Anti Theft 25 Liters Laptop Backpack (Black);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81syB33e2OL._AC_UL320_.jpg;https://www.amazon.in/F-Gear-Luxur-Anti-Theft-Backpack/dp/B07BW9WM9R/ref=sr_1_873?qid=1679218551&s=luggage&sr=1-873;4.3;475.0;1032.0;3380.0;F
HP Essentials Polyester Black, Grey Laptop Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51V9K7WHEHL._AC_UL320_.jpg;https://www.amazon.in/HP-Essentials-Polyester-Laptop-Backpack/dp/B07GGS4RDV/ref=sr_1_874?qid=1679218551&s=luggage&sr=1-874;4.0;304.0;940.0;1999.0;HP
Zipline Unisex casual polyester 36L School College Backpack for Boys Girls Men Women;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/715uNlpQinL._AC_UL320_.jpg;https://www.amazon.in/ZIPLINE-Fashionable-Polyester-Backpack-Children/dp/B07DHP3F21/ref=sr_1_875?qid=1679218551&s=luggage&sr=1-875;3.6;270.0;843.0;1699.0;Zipline
SKYBAGS Campus Navy Blue Logo Print College Laptop Backpack 30L;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/41Ok3wlgxUL._AC_UL320_.jpg;https://www.amazon.in/SKYBAGS-Campus-College-Laptop-Backpack/dp/B0842582RV/ref=sr_1_876?qid=1679218551&s=luggage&sr=1-876;4.0;122.0;;;SKYBAGS
American Tourister Hall Polyester Unisex Laptop Backpack (Black,Frsz);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/511Hg5Qlp7L._AC_UL320_.jpg;https://www.amazon.in/American-Tourister-Polyester-Unisex-Backpack/dp/B0BWR8WT2S/ref=sr_1_877?qid=1679218551&s=luggage&sr=1-877;;;2600.0;3250.0;American
HP 15.6 Value Laptop Backpack (Grey);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71SfpGr530L._AC_UL320_.jpg;https://www.amazon.in/HP-15-6-Value-Laptop-Backpack/dp/B077K49BN2/ref=sr_1_878?qid=1679218551&s=luggage&sr=1-878;4.2;155.0;1499.0;2499.0;HP
Hummel 22 Ltrs Blue Casual Backpack (980124);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61eT+OL+daL._AC_UL320_.jpg;https://www.amazon.in/Hummel-Ltrs-Casual-Backpack-980124/dp/B085C7ZBKR/ref=sr_1_879?qid=1679218551&s=luggage&sr=1-879;5.0;2.0;1884.0;2699.0;Hummel
Fly Fashion Polyester Travel Cross Body Backpack Shoulder Chest Bag Lightweight Men and Women;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61RLdJr14CL._AC_UL320_.jpg;https://www.amazon.in/Fly-Fashion-Polyester-Crossbody-Lightweight/dp/B08NXL9F1P/ref=sr_1_880?qid=1679218551&s=luggage&sr=1-880;4.1;7.0;584.0;1999.0;Fly
F Gear Ceo 25 Ltrs Olive Green Laptop Backpack (3190);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81i1lVFappL._AC_UL320_.jpg;https://www.amazon.in/F-Gear-CEO-Olive-Green-Laptop-Backpack/dp/B07WP5LMSF/ref=sr_1_881?qid=1679218551&s=luggage&sr=1-881;4.3;114.0;840.0;2580.0;F
Aristocrat Draw-Pack 15L Unisex Grey Laptop Bags;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91Vig1tX4ZL._AC_UL320_.jpg;https://www.amazon.in/Aristocrat-Draw-Pack-Unisex-Grey-Laptop/dp/B0B5YGP1BV/ref=sr_1_882?qid=1679218551&s=luggage&sr=1-882;4.2;9.0;462.0;1240.0;Aristocrat
Tommy Hilfiger Coppel 20 Ltrs Navy Laptop Backpack (TH/COPPELLAP08);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/617UqIywspL._AC_UL320_.jpg;https://www.amazon.in/Hilfiger-Coppel-Backpack-TH-COPPELLAP08/dp/B07GRCXMDW/ref=sr_1_883?qid=1679218551&s=luggage&sr=1-883;4.0;42.0;1739.0;2899.0;Tommy
Wildcraft 29.5 Ltrs Pack 1 Canvas Grey Casual Backpack (12241_Canvas_Grey)(HxWxD : 18.5x13.5x7)(inches);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71gjgf16VVL._AC_UL320_.jpg;https://www.amazon.in/Wildcraft-Canvas-Casual-Backpack-12241_Canvas_Grey/dp/B0836HTRVN/ref=sr_1_884?qid=1679218551&s=luggage&sr=1-884;4.1;64.0;1149.0;1599.0;Wildcraft
Flash 55L Rucksack Blue;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/41-UrW27RlL._AC_UL320_.jpg;https://www.amazon.in/Skybags-RKFLA55LBLU-Flash-Rucksack-Blue/dp/B08425R42Y/ref=sr_1_885?qid=1679218551&s=luggage&sr=1-885;3.1;4.0;2247.0;6100.0;Flash
Skybags Figo 01 22 cms Black Casual Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/A1md-JloSyL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Figo-Black-Casual-Backpack/dp/B0846KPGN4/ref=sr_1_886?qid=1679218551&s=luggage&sr=1-886;4.3;133.0;1599.0;2398.0;Skybags
Skybags Unisex Daypack Backpack Daypack Backpack (pack of 1);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81bP9o-QfzL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Unisex-Daypack-Backpack-pack/dp/B0BFY85R78/ref=sr_1_887?qid=1679218551&s=luggage&sr=1-887;;;1700.0;2500.0;Skybags
Northzone 30L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and ...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/910-bsKZ6wL._AC_UL320_.jpg;https://www.amazon.in/Northzone-Resistant-Bagpack-Backpack-Business/dp/B0BXWV72BB/ref=sr_1_888?qid=1679218551&s=luggage&sr=1-888;;;499.0;1599.0;Northzone
Lavie Sport Rapid 36 litres Laptop Backpack for Men and Women | College Bags for Girls & Boys | Laptop Sleeve;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91QvkJBh5pL._AC_UL320_.jpg;https://www.amazon.in/Lavie-Sport-Green-Laptop-Backpack/dp/B083KT79MY/ref=sr_1_889?qid=1679218551&s=luggage&sr=1-889;4.0;128.0;1152.29;2299.0;Lavie
high power 15.6 inch Laptop Bag Backpack College Bag Office Bag Fashion Rucksack Casual Student School Bag Computer Bag Bu...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51mDAPsBmiL._AC_UL320_.jpg;https://www.amazon.in/Backpack-Rucksack-Computer-Business-Traveling/dp/B0BKLW583L/ref=sr_1_890?qid=1679218551&s=luggage&sr=1-890;3.0;4.0;625.0;2999.0;high
MOBOPHONO School Backpack Cartoon Character Bags best for Boys and Girls 3D 3-6 Years;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/813FRrhPKSL._AC_UL320_.jpg;https://www.amazon.in/MOBOPHONO-School-Backpack-Cartoon-Character/dp/B0BV1XTL2N/ref=sr_1_891?qid=1679218551&s=luggage&sr=1-891;2.0;2.0;449.0;799.0;MOBOPHONO
Vanguard Camera Backpack | VEO Select 47 BF I 1-2 Pro DSLRs with lens upto 70-200mm, 3-4 lenses, flash and accessories I U...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91DVirBdzxL._AC_UL320_.jpg;https://www.amazon.in/Vanguard-Veo-Select-47-Black/dp/B085QF37ZN/ref=sr_1_892?qid=1679218551&s=luggage&sr=1-892;4.4;135.0;9299.0;10532.0;Vanguard
MOBIUS Screenshot 100% Waterproof Professional Backpack for SLR/DSLR and Accessories | with Rain Cover | DSLR Camera with ...;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71bCQNccaYS._AC_UL320_.jpg;https://www.amazon.in/MOBIUS-SCREENSHOT-WATERPROOF-BACKPACK-18-135mm/dp/B0992G4Y8N/ref=sr_1_893?qid=1679218551&s=luggage&sr=1-893;4.0;38.0;;3099.0;MOBIUS
Lavie Girl's Beetle backpack | Fashion Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71TMWYwdxuL._AC_UL320_.jpg;https://www.amazon.in/Lavie-Beetle-backpack-Fashion-Backpack/dp/B0B2WZXRVZ/ref=sr_1_894?qid=1679218551&s=luggage&sr=1-894;4.3;30.0;1279.0;3999.0;Lavie
COSMUS Everest Grey 60 Ltrs Rucksack Travel Backpack Bag for Trekking Hiking Bag with Shoe Compartment;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/61EOTmcmD5L._AC_UL320_.jpg;https://www.amazon.in/Everest-Rucksack-Backpack-Trekking-Compartment/dp/B09SWV8B4G/ref=sr_1_895?qid=1679218551&s=luggage&sr=1-895;4.2;27.0;1845.0;3999.0;COSMUS
JB Racing Dianese Aerodynamic Drag Back Pack for Motor Cycle Riders;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/41rwu-AQUHL._AC_UL320_.jpg;https://www.amazon.in/JB-Racing-Dianese-Aerodynamic-Riders/dp/B0B3MSKYJ3/ref=sr_1_896?qid=1679218551&s=luggage&sr=1-896;4.5;24.0;3399.0;3499.0;JB
F Gear Joe Olive Canvas 26 Ltrs Laptop Backpack (3755);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71E4W0TdwCS._AC_UL320_.jpg;https://www.amazon.in/Gear-Olive-Canvas-Laptop-Backpack/dp/B097GYH8WP/ref=sr_1_897?qid=1679218551&s=luggage&sr=1-897;3.2;25.0;752.0;1980.0;F
Lino Perros Women Formal Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/917VFBPvaGL._AC_UL320_.jpg;https://www.amazon.in/Lino-Perros-Colored-Formal-Backpack/dp/B084TPFRVN/ref=sr_1_898?qid=1679218551&s=luggage&sr=1-898;4.2;186.0;1221.0;3295.0;Lino
F Gear Ferris 7 Ltrs Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81I6nkIq6fL._AC_UL320_.jpg;https://www.amazon.in/Gear-Ferris-Ltrs-Backpack-Green/dp/B0B56T788D/ref=sr_1_899?qid=1679218551&s=luggage&sr=1-899;5.0;1.0;338.0;995.0;F
TRAWOC 50 Ltr Travel Backpack Water Resistant Daypack Bag for Trekking Hiking Camping LHK001…;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/91lbqMUj4YL._AC_UL320_.jpg;https://www.amazon.in/TRAWOC-ltrs-Rucksack-Backpack-B0BK1554BK_BLACK/dp/B0BK1554BK/ref=sr_1_900?qid=1679218551&s=luggage&sr=1-900;4.1;34.0;968.0;2999.0;TRAWOC
Skybags Arthur 30 L Laptop Backpack (Black);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/51NF72pfmWL._AC_UL320_.jpg;https://www.amazon.in/Skybags-Arthur-Laptop-Backpack-Black/dp/B07STJTVJ1/ref=sr_1_901?qid=1679218551&s=luggage&sr=1-901;3.9;491.0;1449.0;2500.0;Skybags
Nishi® Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag(Black Dot);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/41KQFgXg96L._AC_UL320_.jpg;https://www.amazon.in/Nishi%C2%AE-Waterproof-Backpack-Stylish-College/dp/B0BVHM5BYK/ref=sr_1_902?qid=1679218551&s=luggage&sr=1-902;;;369.0;899.0;Nishi®
F Gear Circadian Guc Navy Blue 27 Ltrs Casual Backpack (3329);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/911AsEwedqL._AC_UL320_.jpg;https://www.amazon.in/F-Gear-Circadian-Guc-Navy-Blue-Casual-Backpack/dp/B085JB7C3M/ref=sr_1_903?qid=1679218551&s=luggage&sr=1-903;4.1;290.0;620.0;1745.0;F
ShopyVid Casual Backpack for Girls/Rakhi Gifts for Sister/Rakhi Gift for Girls;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/71979GUGsTL._AC_UL320_.jpg;https://www.amazon.in/ShopyVid-Girls-Casual-Backpack-Grey/dp/B0B6JL4TYS/ref=sr_1_904?qid=1679218551&s=luggage&sr=1-904;4.2;96.0;669.0;1499.0;ShopyVid
KILLER Derby 38L Large Laptop Backpack With 2 Compartments Polyester Travel Backpack;bags & luggage;Backpacks;https://m.media-amazon.com/images/I/81+8QY1BFOL._AC_UL320_.jpg;https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07CDCYZ9L/ref=sr_1_905?qid=1679218551&s=luggage&sr=1-905;4.3;4490.0;1597.0;1879.0;KILLER
Mount Track Altitude Rucksack, Hiking & Trekking Backpack 55 Ltrs with Rain Cover and Laptop Compartment (Black);bags & luggage;Backpacks;https://m.media-amazon.com/images/I/816fXIOfTzL._AC_UL320_.jpg;https://www.amazon.in/Altitude-Rucksack-Trekking-Backpack-Compartment/dp/B07QN3B16V/ref=sr_1_906?qid=1679218551&s=luggage&sr=1-906;4.0;199.0;1436.0;4000.0;Mount
